Ticker,Earning Date
VIV,2024-02-20
VIV,2023-10-31
VIV,2023-07-25
VIV,2023-05-09
VIV,2023-02-15
VIV,2022-10-26
VIV,2022-08-16
VIV,2022-05-10
VIV,2022-02-22
VIV,2021-10-27
VIV,2021-07-27
VIV,2021-05-12
VIV,2021-02-25
VIV,2020-11-06
VIV,2020-07-29
VIV,2020-05-06
VIV,2020-02-20
VIV,2019-11-05
VIV,2019-07-30
VIV,2019-05-09
VIV,2019-02-21
VIV,2018-10-26
VIV,2018-07-25
VIV,2018-04-25
VIV,2018-02-21
VIV,2017-10-25
VIV,2017-07-26
VIV,2017-05-09
VIV,2017-02-22
VIV,2016-10-27
VIV,2016-07-27
VIV,2016-04-29
VIV,2016-02-24
VIV,2015-11-06
VIV,2015-08-06
VIV,2015-05-13
VIV,2015-02-24
VIV,2024-05-14
